課程名稱,課程時數,課程訂價,課程售價,早鳥價格,開課時間,課程狀態,課程期數,上課地點,課程講師,合作單位,課程分類,線上課程,實體課程
社會工作師學分班_社工實習,3240,8055 ,8055 ,8055,2020/01/04,臨櫃報名, ,建國,中國文化大學之專任教師, ,專業證照,0,1
法律學分班-刑事訴訟法,3240,8055 ,8055 ,7500,2020/01/05,尚有名額, ,建國,徐偉超老師, ,專業證照,0,1
都市計畫技師學分班-都市土地使用計畫,3240,8055 ,8055 ,7500,2020/01/12,尚有名額, ,建國,, ,專業證照,0,1
環境工程技師學分班,3240,8055 ,8055 ,7500,2020/02/03,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,專業證照,0,1
地政士學分班─民法,4320,10740 ,10740 ,10000,2020/02/06,尚有名額, ,建國,, ,專業證照,0,1
地政士學分班─土地稅,3240,8055 ,8055 ,7500,2020/02/10,尚有名額, ,建國,, ,專業證照,0,1
法律學分班-強制執行法,2160,5370 ,5370 ,5000,2020/02/16,尚有名額, ,建國,徐偉超, ,專業證照,0,1
微軟SQL Server 資料庫管理實務認證輔導,3960,40000 ,40000 ,36000,2020/03/03,尚有名額, ,建國,Mark老師, ,專業證照,0,1
專業手工皂師資培訓班,4680,29000 ,29000 ,23200,2020/03/07,尚有名額, ,建國,黃玉瑩, ,專業證照,0,1
冷凍空調技師學分班－冷凍空調自動控制,2160,5370 ,5370 ,5000,2020/04/07,尚有名額, ,建國,江沅晉, ,專業證照,0,1
冷凍空調技師學分班－流體力學,3240,8055 ,8055 ,7500,2020/04/08,尚有名額, ,建國,張鴻明, ,專業證照,0,1
冷凍空調技師學分班－熱力學,3240,8055 ,8055 ,7500,2020/04/09,尚有名額, ,建國,江沅晉, ,專業證照,0,1
結構工程技師學分班－基礎設計,3240,8055 ,8055 ,7500,2020/04/13,尚有名額, ,建國,, ,專業證照,0,1
結構工程技師學分班－結構動力學,3240,8055 ,8055 ,7500,2020/04/15,尚有名額, ,建國,, ,專業證照,0,1
結構工程技師學分班－結構矩陣分析,2160,5370 ,5370 ,5000,2020/04/16,尚有名額, ,建國,, ,專業證照,0,1
微軟SQL Server 資料庫商業智慧認證輔導,3600,36000 ,36000 ,32400,2020/06/09,尚有名額, ,建國,Mark老師, ,專業證照,0,1
TOEIC多益考試先修班,1440,6800 ,6800 ,6800,2019/09/19,尚有名額, ,忠孝,Jack, ,專業證照,0,1
TOEIC多益考試先修班,1440,6800 ,6800 ,6800,2019/09/21,尚有名額, ,忠孝,Jack, ,專業證照,0,1
環境工程技師學分班,3240,8055 ,8055 ,8055,2019/09/21,尚有名額, ,忠孝,中國文化大學之專（兼）任教師, ,專業證照,0,1
環境工程技師學分班,3240,8055 ,8055 ,8055,2019/09/22,尚有名額, ,忠孝,中國文化大學之專（兼）任教師, ,專業證照,0,1
TOEIC多益週末班,1440,6800 ,6800 ,6800,2019/09/22,尚有名額, ,忠孝,※ILI國際語文中心超強師資群, ,專業證照,0,1
TOEIC多益週末班,1440,6800 ,6800 ,6800,2019/09/22,尚有名額, ,忠孝,※ILI國際語文中心多益超強師資群, ,專業證照,0,1
TOEIC多益考試先修班,1440,6800 ,6800 ,6800,2019/09/23,尚有名額, ,忠孝,Amy Yang, ,專業證照,0,1
TOEIC多益平日班,1440,6800 ,6800 ,6800,2019/09/26,尚有名額, ,忠孝,Charlotte老師 , ,專業證照,0,1
TOEIC多益平日班,2880,9000 ,9000 ,8550,2019/10/21,尚有名額, ,忠孝,Jenny & Jack 老師, ,專業證照,0,1
LPIC Level 1 國際認證輔導,3600,19800 ,19800 ,17820,2019/10/28,尚有名額, ,忠孝,酆士昌老師, ,專業證照,0,1
TOEIC多益週末班,1440,6800 ,6800 ,6800,2019/11/03,尚有名額, ,忠孝,Jenny, ,專業證照,0,1
TOEIC多益週末班,1440,6800 ,6800 ,6800,2019/11/24,尚有名額, ,忠孝,※ILI國際語文中心多益超強師資群, ,專業證照,0,1
環境工程技師學分班,2160,5370 ,5370 ,5000,2020/02/22,尚有名額, ,忠孝,中國文化大學之專（兼）任教師, ,專業證照,0,1
進修學士學分班 ,9720,24665 ,24665 ,24665,2019/09/16,尚有名額, ,延平,中國文化大學專（兼）任教師, ,專業證照,0,1
視覺傳達設計乙級術科檢定輔導 - 平面設計項,4320,18000 ,18000 ,17100,2019/09/21,尚有名額, ,延平,迪兒老師, ,專業證照,0,1
建築物室內裝修工程管理乙級技術士證照班,4680,16000 ,16000 ,15200,2019/07/25,已額滿，停止招生各分館地圖資訊, ,台中,許鶴耀, ,專業證照,0,1
建築物室內裝修工程管理乙級技術士證照班,4680,16000 ,16000 ,15200,2019/08/24,已額滿，停止招生各分館地圖資訊, ,台中,許鶴耀, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/08/31,課程停招各分館地圖資訊, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/09/01,課程停招各分館地圖資訊, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/09/02,課程停招各分館地圖資訊, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
消防設備人員學分班,22680,52500 ,52500 ,42000,2019/09/07,尚有名額, ,台中,詹鈞皓教師等, ,專業證照,0,1
社會工作師學分班 ,12960,30000 ,30000 ,24000,2019/09/09,已額滿，停止招生各分館地圖資訊, ,台中,本部專業師資群, ,專業證照,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/09/09,上課中，已停止招生各分館地圖資訊, ,台中,陳老師, ,專業證照,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/09/11,上課中，已停止招生各分館地圖資訊, ,台中,林老師, ,專業證照,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/09/12,尚有名額, ,台中,呂老師, ,專業證照,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/09/17,已額滿，停止招生各分館地圖資訊, ,台中,林老師, ,專業證照,0,1
專業手工皂師資培訓班,4680,28900 ,28900 ,28900,2019/09/21,課程停招各分館地圖資訊, ,台中,張淑惠、王藹馨、陳思帆, ,專業證照,0,1
法律學分班,12960,30000 ,30000 ,27000,2019/09/21,尚有名額, ,台中,本部深具教學經驗之師資, ,專業證照,0,1
天然精油調香藝術班,1440,13000 ,13000 ,12350,2019/09/21,尚有名額, ,台中,Sasha, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/09/21,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
地籍測量專業資格學分班,2160,5000 ,5000 ,4750,2019/09/21,課程停招各分館地圖資訊, ,台中,, ,專業證照,0,1
一般行政職系學分班,22680,52500 ,52500 ,36750,2019/09/21,尚有名額, ,台中,本校一般行政學分班專業師資群, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/09/22,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
地籍測量專業資格學分班,2160,5000 ,5000 ,4750,2019/09/22,課程停招各分館地圖資訊, ,台中,, ,專業證照,0,1
建築物室內裝修工程管理乙級技術士證照班,4680,16000 ,16000 ,15200,2019/09/22,已額滿，停止招生各分館地圖資訊, ,台中,許鶴耀, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/09/22,課程停招各分館地圖資訊, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
室內設計手繪透視圖實務班,3360,13000 ,13000 ,11440,2019/09/26,尚有名額, ,台中,黃熙楨, ,專業證照,0,1
不動產估價師學分班,3240,7500 ,7500 ,7125,2019/09/29,尚有名額, ,台中,何彥陞老師, ,專業證照,0,1
Adobe Photoshop ACA 國際認證輔照班,720,7500 ,7500 ,7500,2019/09/29,尚有名額, ,台中,鍾純青, ,專業證照,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2019/09/29,尚有名額, ,台中,江金龍老師, ,專業證照,0,1
【職人證】電腦軟體應用乙級技術士證照班,1800,6000 ,6000 ,6000,2019/09/30,尚有名額, ,台中,徐恬儀, ,專業證照,0,1
室內設計手繪製圖基礎班 ,3360,13000 ,13000 ,11440,2019/10/01,尚有名額, ,台中,黃熙楨, ,專業證照,0,1
兒青芳香按摩證照,1080,4600 ,4600 ,4370,2019/10/02,尚有名額, ,台中,周雀枝, ,專業證照,0,1
NAHA美國整體芳療師認證CES回訓課程,360,2100 ,2100 ,1995,2019/10/05,尚有名額, ,台中,呂子菡, ,專業證照,0,1
NAHA美國整體芳療師認證-初階II,1920,9000 ,9000 ,8100,2019/10/06,尚有名額, ,台中,美國NAHA協會認證專業師資群, ,專業證照,0,1
阿育吠陀臉部按摩Ayurveda Facial Massage證照初級班,1080,4200 ,4200 ,3990,2019/10/08,尚有名額, ,台中,蕭鳳儀, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/10/15,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
室內設計手繪製圖基礎班 ,3360,13000 ,13000 ,12350,2019/10/15,尚有名額, ,台中,吳慧琳, ,專業證照,0,1
NAHA美國整體芳療師認證-初階I,1920,8500 ,8500 ,8500,2019/10/16,尚有名額, ,台中,美國NAHA協會認證專業師資群, ,專業證照,0,1
NAHA美國整體芳療師認證-初階II,1920,9000 ,9000 ,9000,2019/10/16,尚有名額, ,台中,美國NAHA協會認證專業師資群, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/10/17,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,江金龍老師, ,專業證照,0,1
建築物室內裝修專業技術人員講習-建築物室內裝修工程管理、建築工程管理,1260,5300 ,5300 ,4770,2019/10/19,尚有名額, ,台中,內政部營建署核定講師, ,專業證照,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,專業證照,0,1
社會工作師學分班,12960,30000 ,30000 ,24000,2019/10/19,尚有名額, ,台中,本部社工師學分班專業講師群, ,專業證照,0,1
一般民政職系學分班,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,本校一般民政學分班專業師資群, ,專業證照,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
建築物室內裝修專業技術人員講習-建築物室內設計,1260,5300 ,5300 ,4770,2019/10/19,尚有名額, ,台中,內政部營建署核定講師, ,專業證照,0,1
Adobe Photoshop ACA 國際認證輔照班,720,7500 ,7500 ,6000,2019/10/20,尚有名額, ,台中,鍾純青, ,專業證照,0,1
專業手工皂師資培訓班,4680,28900 ,28900 ,25000,2019/10/20,尚有名額, ,台中,張淑惠、王藹馨、陳思帆, ,專業證照,0,1
社會工作師學分班,9720,22500 ,22500 ,18000,2019/10/20,尚有名額, ,台中,本部社工師學分班專業講師群, ,專業證照,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2019/10/20,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,專業證照,0,1
產後及泌乳照護按摩入門班,1080,4600 ,4600 ,4500,2019/10/22,尚有名額, ,台中,蕭鳳儀, ,專業證照,0,1
專業經絡師培訓認證班,,36000 ,36000 ,32400,2019/10/26,尚有名額, ,台中,李強生, ,專業證照,0,1
Autodesk AutoCAD ACU國際認證輔照班,720,7200 ,7200 ,6840,2019/11/02,尚有名額, ,台中,蘇榮勳, ,專業證照,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業設計技術人員 ,960,4000 ,4000 ,3600,2019/11/02,尚有名額, ,台中,營建署核定教師, ,專業證照,0,1
NAHA美國整體芳療師認證-高階I學科,4980,25000 ,25000 ,22500,2019/11/02,尚有名額, ,台中,本部美國NAHA協會認證專業芳療師資群, ,專業證照,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業施工技術人員 ,960,4000 ,4000 ,3600,2019/11/02,尚有名額, ,台中,林大森教師等, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/11/03,尚有名額, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/11/04,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
印度YAI國際瑜珈師資證照班,3600,98000 ,98000 ,96040,2019/11/04,尚有名額, ,台中,黃蓉, ,專業證照,0,1
行銷企劃管理師國際證照班,1440,7600 ,7600 ,7220,2019/11/04,尚有名額, ,台中,張俊明, ,專業證照,0,1
室內裝修-圖說審查與竣工查驗實務應用班,1080,5600 ,5600 ,5320,2019/11/05,尚有名額, ,台中,林大森, ,專業證照,0,1
『勞資事務師』專業證照班,1440,8800 ,8800 ,7480,2019/11/05,尚有名額, ,台中,, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/11/06,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
視覺傳達設計<乙級術科>檢定衝刺班,2880,15000 ,15000 ,12750,2019/11/09,尚有名額, ,台中,李玉婷老師, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/11/09,尚有名額, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
Autodesk 3ds Max ACU國際認證輔照班,900,9000 ,9000 ,8550,2019/11/10,尚有名額, ,台中,蘇榮勳, ,專業證照,0,1
一般民政職系學分班,3240,7500 ,7500 ,7125,2019/11/11,尚有名額, ,台中,本校一般民政學分班專業師資群, ,專業證照,0,1
NAHA美國整體芳療師認證-高階II按摩,3600,27000 ,27000 ,24300,2019/11/12,尚有名額, ,台中,文大專業芳療師資群, ,專業證照,0,1
室內裝修工程管理乙級-術科法規衝刺班,2520,9700 ,9700 ,9215,2019/11/14,尚有名額, ,台中,許鶴耀, ,專業證照,0,1
室內設計手繪製圖基礎班 ,3360,13000 ,13000 ,11050,2019/11/14,尚有名額, ,台中,黃熙楨, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/11/16,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
園藝治療師培訓班 ,1800,16000 ,16000 ,14400,2019/11/16,尚有名額, ,台中,郭毓仁, ,專業證照,0,1
美國健康管理師(HMP)研習班,2520,18000 ,18000 ,16000,2019/11/16,尚有名額, ,台中,專業健康管理講師師資群, ,專業證照,0,1
一般行政職系學分班,3240,7500 ,7500 ,7125,2019/11/17,尚有名額, ,台中,本部一般行政學分班專業師資群, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/11/17,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/11/17,尚有名額, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
一般行政職系學分班,22680,52500 ,52500 ,36750,2019/11/17,尚有名額, ,台中,本校一般行政學分班專業師資群, ,專業證照,0,1
長照芳香照護入門班,1080,5600 ,5600 ,5320,2019/11/19,尚有名額, ,台中,蕭鳳儀, ,專業證照,0,1
NAHA美國整體芳療師認證-初階I,1920,8500 ,8500 ,8075,2019/11/23,尚有名額, ,台中,美國NAHA協會認證專業師資群, ,專業證照,0,1
建築物室內裝修專業技術人員講習-家具木工,4860,20000 ,20000 ,18000,2019/11/23,尚有名額, ,台中,內政部營建署核定講師, ,專業證照,0,1
一般行政職系學分班,3240,7500 ,7500 ,7125,2019/11/23,尚有名額, ,台中,本部一般行政學分班專業師資群, ,專業證照,0,1
建築物室內裝修專業技術人員講習-裝潢木工,3660,15250 ,15250 ,13725,2019/11/23,尚有名額, ,台中,內政部營建署核定講師, ,專業證照,0,1
不動產估價師學分班,3240,8055 ,8055 ,7500,2019/11/24,尚有名額, ,台中,徐老師, ,專業證照,0,1
室內設計手繪製圖進階班,3360,13000 ,13000 ,11050,2019/11/26,尚有名額, ,台中,黃熙楨, ,專業證照,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2019/12/01,尚有名額, ,台中,江金龍老師, ,專業證照,0,1
消防設備人員學分班,22680,52500 ,52500 ,42000,2019/12/01,尚有名額, ,台中,詹鈞皓教師等, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/12/02,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/12/05,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,專業證照,0,1
室內裝修工程管理乙級-術科法規衝刺班,2520,9700 ,9700 ,8536,2019/12/06,尚有名額, ,台中,許鶴耀, ,專業證照,0,1
建築物室內裝修專業技術人員講習-建築物室內設計,1260,5300 ,5300 ,4770,2019/12/07,尚有名額, ,台中,內政部營建署核定講師, ,專業證照,0,1
不動產估價師學分班,3240,8055 ,8055 ,7500,2019/12/07,尚有名額, ,台中,田老師, ,專業證照,0,1
建築物室內裝修專業技術人員講習-建築物室內裝修工程管理、建築工程管理,1260,5300 ,5300 ,4770,2019/12/07,尚有名額, ,台中,內政部營建署核定講師, ,專業證照,0,1
產後修復按摩證照(Maternity massage therapy),1080,4600 ,4600 ,4370,2019/12/12,尚有名額, ,台中,周雀枝, ,專業證照,0,1
結構工程技師學分班,3240,7500 ,7500 ,7125,2019/12/14,尚有名額, ,台中,本部兼任教師, ,專業證照,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2019/12/14,尚有名額, ,台中,江金龍老師, ,專業證照,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2019/12/15,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,專業證照,0,1
社會工作師學分班 ,12960,30000 ,30000 ,24000,2019/12/16,尚有名額, ,台中,本部專業師資群, ,專業證照,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/12/16,尚有名額, ,台中,王老師, ,專業證照,0,1
產後及泌乳照護按摩進階班,1440,13500 ,13500 ,12825,2019/12/17,尚有名額, ,台中,蕭鳳儀, ,專業證照,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/12/19,尚有名額, ,台中,林老師, ,專業證照,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業施工技術人員 ,1260,4000 ,4000 ,3600,2019/12/21,尚有名額, ,台中,林大森教師等, ,專業證照,0,1
內政部營建署建築物室內裝修人員換證回訓講習_專業設計技術人員 ,1260,4000 ,4000 ,3600,2019/12/21,尚有名額, ,台中,營建署核定教師, ,專業證照,0,1
水土保持技師學分班,3240,7500 ,7500 ,7125,2019/12/22,尚有名額, ,台中,本校兼任教師, ,專業證照,0,1
結構工程技師學分班,3240,7500 ,7500 ,7125,2019/12/22,尚有名額, ,台中,本部兼任教師, ,專業證照,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/12/24,尚有名額, ,台中,朱老師, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/12/28,尚有名額, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
一般行政職系學分班,3240,7500 ,7500 ,7125,2019/12/29,尚有名額, ,台中,本部一般行政學分班專業師資群, ,專業證照,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/12/29,尚有名額, ,台中,本部會計師學分班專業師資, ,專業證照,0,1
